Provider NI Name,Provider ID,Provider Name
"Ali, Samira",1-3045901774,Somcare Agency Limited
"Ali, Sara",1-15644457589,Ardent Care & Support Ltd
"Ali, Shabab",1-17941623377,Azalea Care Services Ltd
"Ali, Shakila",1-13507078862,Heed Care Ltd
"Ali, Shamim",1-11070310392,Support 4 Life Limited
"Ali, Shaun",1-2384401360,Evergreen Homecare Services Ltd.
"Ali, Suad",1-7610192786,Divan Care Limited
"Ali, Tabrez",1-6904250105,Care 4 You Manchester Ltd
"Ali, Umair",1-417166157,Gentle Folk Community Care Ltd
"Ali, Zahra",1-3200007405,White Star Care Ltd
"Ali, Zaid",1-101657966,Radlett Care Limited
"Alidina, Abbas",1-2680039644,Clarendon Mews Care Limited
"Aliraja, Haider",1-11940663978,IASPIRE Supported Living & Respite Services
"Aliu, Monruf",1-6869798634,Compact Care Solutions Ltd
"Alizor, Benjamin",1-8976705383,Lumiere Care Ltd
"Allan, Caroline",1-101667127,Classic Care Services Limited
"Allan, Ian",1-2857939617,Quality Home Care Anglia Limited
"Allan, Jane",1-18065455016,Lakes Home Care Ltd
"Allan, Mark",1-1757622859,A4 Health Group Limited
"Allana, Mehboob",1-120628845,Heatherland Health Care Limited
"Allen, Alice",1-1809573500,North Shropshire Homecare Limited
"Allen, Deborah",1-16279840479,Belper Primary Care Network Limited
"Allen, James",1-101616631,Chosen Care Limited
"Allen, James",1-101628131,Merry Den Care Limited
"Allen, James",1-101631083,Steps Residential Care Limited
"Allen, James",1-101644293,Nexus-Support Ltd
"Allen, James",1-101674596,Affinity Supporting People (South) Limited
"Allen, James",1-118166337,Endurance Care Ltd
"Allen, James",1-1955447024,Oaklea Care Limited
"Allen, James",1-384343411,Wellington Support Limited
"Allen, James",1-6344878628,Atlantic Way Care Limited
"Allen, Jean",1-117003329,Jean Allen Care Services Limited
"Allen, Jonathan",1-101652008,Norton Manor Care Limited
"Allen, Jonathan",1-324946837,Valuecare Ltd
"Allen, Joseph",1-17994121965,Involve Care Solutions Limited
"Allen, Lesley",1-9710128805,Prosperity Care and Wellbeing Ltd
"Allen, Nigel",1-3745890480,Glendora Care Limited
"Allen, Sharon",1-101666734,Carlton Home Care Ltd
"Alleyne, Kelvin",1-4779793317,Dynamic Social Support Limited
"Alli, Emmanuel",1-15884208578,Care Managers Ltd
"Allison, Martin",1-7596995365,IVYBRIDGE HOME CARE LIMITED
"Allison, Vicki",1-9214079077,The Right Home Care Team Ltd
"Allotey, Sarah",1-17593316475,Refreshing Care Limited
"Allsey, Lisa",1-1320860586,Select Community Support-Services Ltd
"Allsopp, Philip",1-9586525211,Aston House Care Ltd
"Alom, Shaheed",1-16939766124,MSA Supported Living Ltd
"Alonzo, Angeline",1-11315118358,Beeloved Home Care Ltd
"Alonzo, Angeline",1-11398092941,Aim24 Care Limited
"Aloo, Willis",1-10708778868,Primecare Services Group Limited
"Altaf, Nadia",1-8057049068,Hatszz Prestige Care Limited
"Altaf, Waqar",1-7807118531,Esmero Care Services Limited
"Alves, Liliano",1-7278408025,Alves iCare Ltd
"Alway, Tracy",1-4799278748,Tracy Alway T/A Always Care Ltd
"Amachree, Mina Blessing",1-16093359094,MBA Health LTD
"Amankrah, Bernice",1-14955574867,Lumen Care Services Ltd
"Amankwaa, Harriet",1-17591268231,Aspire Care Personnel Limited
"Amankwaah, Glenn",1-4503869346,Care Centred Ltd
"Amankwah Reynolds, Wilhelmina",1-101671849,Standard Nursing Agency and Care Services Limited
"Amankwah, Georgina",1-4025180645,Proxy Care Personnel Limited
"Amanze, Stephanie",1-7486057225,CareWeb Limited
"Amartey, Joyce",1-15877133213,Elerise Care Limited
"Amedu, Musa",1-15144905325,Health And Wellbeing Care Services Limited
"Amedzorneku, Francis",1-6084053385,Oval Care Services UK Ltd
"Ameh, Ibrahim",1-13581175720,First Platinum Care Services Ltd
"Amenuvor, Elizabeth",1-10882256543,Golden Star Care Ltd
"Amer, Claire",1-4620039821,Bleep 360 Care Limited
"Amershi, Shelina",1-101617278,Asa Care Limited
"Amewoyi, Peace",1-18573472339,Happydays HomeCare Services Ltd
"Amin, Chandni",1-5554355940,Dencare Clinic Limited
"Amin, Devang",1-12596959231,One Life Health Support Ltd
"Amin, Md Nazrul",1-13928620585,CARE DIRECT EAST LTD
"Amin, Md Ruhul",1-16536605961,Care N Love Ltd
"Amin, Piyoosh",1-9665881193,Lychgate House Care Limited
"Aminu, Adedolapo",1-962985368,Emerald Care Services (UK) Limited
"Amir, Usman",1-2964064504,Vision Care Services (Uk) Limited
"Amit, Susan",1-101646994,Heart of the South Care Agency Limited
"Amjad, Abdul",1-731118242,Amicis Care Limited
"Amlani, Minal",1-5869297968,Better Health Direct Limited
"Amoah, Anita",1-5959223829,Bridge Cross Care Ltd
"Amoah, Millicent",1-112806328,Civicare (Beds Herts & Bucks) Ltd
"Amoako, Dora",1-1192976333,D&J Care Services Ltd
"Amofa, Angelina",1-14582623426,AMSEK Support Services Ltd
"Amole, Tinuke",1-5846690011,Harty Homecare Services Ltd
"Amoo, Ibukunoluwa",1-2454702567,Care Direct & Support Solutions Ltd
"Amoo, Ibukunoluwa",1-2636755483,Olive Home Care & Support Limited
"Amoo-Owolabi, Oluwatoyin",1-13050856535,Cornerstonee Home Care Ltd
"Amoo-Owolabi, Oluwatoyin",1-13929385127,Thames Support UK Ltd
"Amoquandoh, Mavis",1-4776492686,Harvlightcare Services Limited
"Amoshe, Gbenga",1-3551501867,Divine Intervention Home Care Limited
"Amosun, Blessing",1-16412149033,Amity Care Services Ltd
"Ampofo, Cecilia",1-9764772545,Higher Height Care Ltd
"Amugi, Michelle",1-16324554389,Enrich Support Services Limited
"Anadi, Chinyere",1-14976225508,Caredew UK LTD
"Anane, Enock",1-9711506375,Oice Support Services Ltd
"Ande, Mahipal",1-183562261,Care Label Ltd
"Anderson, Jane",1-314631682,Upward Care Limited
"Anderson, Julia",1-101679057,Hamilton Care Limited
"Anderson, Louise",1-5140256174,Newson Health Limited
"Anderson, Lucy",1-6709519557,Harkins Care Ltd
"Anderson, Mike",1-400504569,Nazareth Care Charitable Trust
"Anderson, Natalie",1-18631467809,Nat Medical Care Services Limited
"Anderson, Zoe",1-8211029754,Aspire Support Ltd
"Andishu, Moses",1-8761886665,Freivan Support Services Ltd
"Andrade, Miriam",1-15644007802,Black Pearl Care Solution Ltd
"Andreoletti, Katie",1-18596651025,You are my Sunshine Homecare Ltd
"Andreou, Zenon",1-201500907,Health Bridge Limited
"Andres, Conrado Jr",1-15869332165,Assured Optimal Care Ltd
"Andrew, Ann",1-101668321,Andrew Care Ltd
"Andrew, Jill",1-2370610186,AKD Care Limited
"Andrew, Robert",1-714965628,Park House Care (Sandy) Limited
"Andrews, Ben",1-101666115,Oxleycare Ltd
"Andrews, Ben",1-101721704,St Jude's Care Ltd
"Andrews, Deborah",1-18079493595,Alfriston Care Ltd
"Angell, Samantha",1-8768498820,Forever Loving Care Limited
"Angell, Sarah",1-6339515060,Sapphire Community Care Ltd
"Angell, Sharon",1-12302757301,Trusted Care South West Limited
"Anglim, Bryan",1-18246350856,Anglim Health Limited
"Angula, Cherish",1-14913815743,Cherished Care Ltd
"Animola, Peace",1-11946358385,Light Health Care Ltd
"Anjorin, Hakeem",1-1765735575,HOA Care Services Limited
"Ankireddy, Sanjeeva",1-101620254,K & A Care Limited
"Ankireddy, Sanjeeva",1-10375562968,Nexzen Care Ltd
"Ankomah, Patience",1-6182685949,Aidares Care Limited
"Annable, Denise",1-1883413516,Balby Care and Home Services Ltd
"Annakie, Sharon",1-1564298178,Abele Care Limited
"Annan, Lot",1-13679773234,Lots of Care Ltd
"Anonymous, Scott",1-731083653,Certain Care Ltd
"Anosike, Benson",1-18079100242,PrimeLife Care Ltd
"Ansah, Maryann",1-5138957279,Meraki Unique Care Limited
"Anscombe, Claire",1-11552284359,High Class Care Ltd
"Anson, Mary",1-4589960988,Anson Care Services Limited
"Anstead, Gregory",1-14935909968,London & Surrey Care Group Limited
"Anthony, Reena",1-425693251,KTG Social Care Ltd
"Anthony, Victoria",1-139036183,Pendeen Community Care Ltd
"Antill, Katie",1-172992927,Alzheimer's and Dementia Support Services
"Anton Jokarasa, Anne",1-4909192722,Happy Family Care Services Limited
"Antony, George",1-9197605291,Quadrant Care Services Ltd
"Antony, Sinto",1-1359039518,Glebefield Care Limited
"Antony, Sinto",1-9157837830,Axiom Home Care Limited
"Antwi, Emmanuel",1-16869139349,Accrete Care Services Ltd
"Antwi, James",1-6581249927,We Care 4 You Services Ltd
"Antwi, Mary",1-364686361,Maryland Care Agency Limited
"Antwi-Gyamfi, Lillian",1-2113233983,Elite Careplus Ltd
"Antwi-Marful, Sampson",1-10415642474,Chiron Care (UK) Limited
"Anumba, Ijeoma",1-18239872528,Vivid Passionate Care Agency Ltd
"Anusionwu, Francis",1-101683759,Right Support Management Limited
"Anwar, Zohib",1-1819901088,Care 24-7 Leicester Limited
"Anwar, Zunaid",1-2440864855,Allag Care Limited
"Anya, Vinny",1-101648071,Core Outreach and Care Services Uk Ltd
"Anyaeji, Salome",1-17719114451,Aumec Care Services Ltd
"Anyango, Matilda",1-13625291863,Reon Care Ltd
"Anyanwu, Tina",1-6930883234,Golden Crown Care and Support Services Ltd
"Aplin, Mark",1-2607396425,Kettonby Care Limited
"Appadoo, Sam",1-101619031,Radacare Company Ltd
"Appadoo, Sanassee",1-101653677,S B Care Limited
"Appiah, Angela",1-14190747622,Andrusida Care Limited
"Appiah, Leah",1-8801708738,ABL Care Ltd
"Appleton, Mark",1-15025452365,Bromsgrove Quality Homecare Limited
"Aram, Richard",1-355596454,RJ Care Services Limited
"Aravantinos, Dionysios",1-2199152201,Access Your Care Limited
"Arbuary, Richard",1-15179007598,3Belle.Ami Health Limited
"Archer, Daniel",1-4540470752,Visiting Angels Care Limited
"Archer, Marie",1-16969324882,County Care Northampton Limited
"Archer, Tracy",1-102643217,St Philips Care Limited
"Archer-Moran, Julie",1-1095726846,Archmore Care Services Ltd
"Aremu, Ademola",1-101619454,AK Supported Housing Limited
"Areoye, Oyejimi",1-8258777051,Connect Care Ltd
"Arfat, Rahisah",1-12600377195,Heart of Gold Homecare Ltd
"Argent, Denise",1-10112922412,Prideaux Manor Care Limited
"Arhin, Raymond",1-6705883309,Community Cardiology Ltd
"Arian, Zainab",1-2008331379,Tower Hamlets GP Care Group CIC
"Arif, Samina",1-2190021426,Brightside Carers Limited
"Arif, Zehir",1-101682225,Xlcare Limited
"Arif, Zehrida",1-2977826395,Whincup Care Limited
"Arionget-Aide, Regina",1-101722728,Eagle Care Ltd
"Aristidou, Chris",1-4418185574,Oakfield Care (Ashtead) Ltd
"Ariyo, Adebimpe",1-3953351042,Lilicares Limited
"Ariyo, Adedapo",1-5629961251,Rock of Ages Care Limited
"Arjuna, Nikki",1-16493736888,Normanton Lodge Care Limited
"Arjuna, Shandakumar",1-137625209,Care Excellence Limited
"Ark, Kamal",1-101616667,The Ark Care Lodge Limited
"Arkhurst, Jane",1-2655321519,Truecare Haven Support Ltd
"Armah-Tetteh, Victoria",1-17361211065,Living Care Family Services Ltd
"Armstrong, David",1-125692882,Day to Day Care Limited
"Armstrong, Gizelle",1-101689718,Dignicare Limited
"Armstrong, Natasha",1-17716721521,Armstrong After Care Services Ltd
"Armstrong, Oliver",1-16863470866,The Armstrong Care Company Limited
"Armstrong, Theresa",1-12783922729,Tailored Care and Nurture Ltd
"Arnold, Christopher",1-101681091,JDA Care Limited
"Arogundade, Alao",1-9512192743,Multicare Services (UK) Limited
"Arora, Rajvinder",1-10918376881,1 Stop Health Limited
"Arosanyin, Olusoji",1-16308394465,Care 4 All 24 Ltd
"Arrey, Irene",1-15081345748,Abane Care Limited
"Arsenio, Vitoria",1-15118785089,"Morgan Hill, Recruitment And Care Solutions Limited"
"Arshad, Hassena",1-13945665740,Rhesus Care Ltd
"Arthey, Elizabeth",1-101643138,Homestead Care Service Limited
"Arthur, Georgina",1-18391609802,Tendercaregb Ltd
"Arueyingho, Oritseweyimi",1-14221145864,Torkan Care Limited
"Arulappu, Amirtharaj",1-10518362961,Wise Support Ltd
"Arulnesan, Ronald",1-16378547797,R&D Care Ltd
"Aryee, Esther",1-15011740992,Elakay Home Care Ltd
"Asaduzzaman, Md",1-101661609,Sheridan Care Limited
"Asafo-Agyei, Rowena",1-15870324927,Roses Quality Care Ltd
"Asalulola, Otunba",1-18594550005,Timeshare Care Services Limited
"Asan, Samirah",1-18445093868,Rosemary Care LTD
"Asanwana, Ufuo",1-15167470658,Swift Care Services Ltd
"Asare Brew, Efua",1-14766465841,Executive Health Limited
"Asare, Alexander",1-16479187254,Icare Health Professionals Ltd
"Ascroft, Lynn",1-101668945,Ridgewood Care Services Limited
"Asefeso, Maureen",1-4377323264,247 Home Care Ltd
"Asekun, Oludare",1-18042006386,Tender Care And Support Services Limited
"Asenso, Alfred",1-15281150680,Fresh Springs Care Limited
"Asghar, Javid",1-4719196864,Figtree House Care Ltd
"Ashby, Kevin",1-12956419942,Ashbee Home Care Ltd
"Ashcroft, Patricia",1-101665469,Moore Care Limited
"Ashcroft, Patricia",1-131468864,Moore Care (Registered) Limited
"Ashcroft, Sarah",1-101611189,Windmill Care Limited
"Ashcroft, Sarah",1-4227639440,Windmill Care (2015) Limited
"Ashdown, Andrew",1-101694524,Vivacare Limited
"Ashdown, Andrew",1-953043285,Seaham Care Limited
"Ashfall, Sonia",1-15968637375,Lullul In Home Support Ltd
"Ashiq, Saira",1-5022163717,Camanchi Care Limited
"Ashley, Angela",1-101683448,Care Link Northern Limited
"Ashley, James",1-385496581,PJS Care Limited
"Ashmore, Elaine",1-9999273359,Headzpace Therapeutic Care Limited
"Ashmore, Qamar",1-101658970,Care 2 Care Training Services Limited
"Ashraf, Asad",1-15159291764,E4 Primary Care Network Ltd
"Ashraf, Ayshia",1-685230016,Safe Hands Care & Support Services Limited
"Ashraf, Ghulam",1-4885554616,Rings Homecare Service Ltd
"Ashraf, Halimah",1-16869449485,Solace Prime Care Ltd
"Ashraf, Mohammed",1-5700246890,Inspired 4 Care Limited
"Ashton, Beverley",1-12906101875,The Male Health Club
"Ashton, Nicola",1-127617943,Freshney Pelham Care Ltd
"Ashton, Paul",1-1622257490,Karrek Community CIC
"Ashurst, Victoria",1-7331704474,Vista Care Services Ltd
"Ashwell, Philip",1-7049805282,Ashwell Home Care Services Limited
"Ashworth, Imelda",1-7202636770,Ashworth Care Management Company Ltd
"Asiamah Amoako, Jennifer",1-17193919037,Bludot Recruitment and Care Limited
"Asiamah, John",1-18185373400,Akwaaba Care Services Recruitment Limited
"Asiamah, Mercy",1-5117881566,Ideal Care Services Limited
"Asif, Naureen",1-18674804606,Noor Home Care Limited
"Asikpo-Okon, Deborah",1-9116232862,Heriitage Care Ltd
"Asingwire, Agatha",1-14974718319,Personal Touch Care Services Ltd
"Askew, Lindah",1-17982668458,Quality Compassionate Care Ltd
"Aslam, Shamraiz",1-6222819383,Aregon Care Ltd
"Asong, Emeafua",1-16385700411,Aeria Homecare Ltd
"Aspinall, Jamie",1-1315543413,Doctor Care Anywhere Limited
"Assor, Samuel",1-7653919595,Sovereignty Care Ltd
"Assuon, Nyame",1-15020036115,New Support Care Limited
"Astin, Stacey",1-119231243,GHS Care Limited
"Astin, Stacey",1-130440460,Millennium Care (U.K.) Limited
"Aston, Sharon",1-101683581,Abbey Care Direct Ltd
"Atcheson, Susan",1-5832108271,Health West Norfolk Limited
"Atiemoh, Martina",1-15234620191,Akwaaba Care and Support Ltd
"Atkin, Craig",1-258375519,Support 4 Independence Limited
"Atkins, Caleb",1-138313363,Team Brain Injury Support Limited
"Atkins, Caleb",1-332204688,Bespoke Health & Social Care Ltd
"Atkins, Kristina",1-2517173072,IGP Care Limited
"Atkinson, Amanda",1-101618347,Littledale Hall Therapeutic Community Limited
"Atkinson, Ann",1-128034505,Westhome Care Services Limited
"Atkinson, Kenneth",1-3698381344,Heartbeat Primary Care Community Interest Company
"Atkinson, Marcia",1-9297220361,Meadow Hills HomeCare Services Ltd
"Atkinson, Trevor",1-101688435,Bere Peninsula Care Limited
"Atkinson-Swales, Lyndsay",1-101641233,St Anne's Community Services
"Atoyebi, Olusegun",1-11390818658,Unite Highland Care Limited
"Atrill, Martin",1-13234438847,Artio Care Ltd
"Atsegwasi, Alvin",1-10211929270,London Care Support Services Uk Ltd
"Atsham, David",1-17027646557,24Hrs HC Home Care Services Limited
"Atterby, Richard",1-2825420454,Town & Country Care (Boston) Limited
"Attwal, Natalie",1-11336357709,Spectrum Homecare Ltd
"Attwood, Claire",1-191582971,City Health Care Partnership CIC
"Attwood, Grant",1-7795403995,Homecare North Somerset Ltd
"Attwood, Nigel",1-11429976075,Gentle Care Group Ltd
"Aubeelack, Neil",1-10221052733,Care and Custody (Health) Limited
"Audit, Kiran",1-1732822152,Auditcare Kirlena House Limited
"Augoye, Sikirat",1-13945717925,Soplar Care Limited
"Augustin, Maicky",1-15863789085,MK 24/7 Care Ltd
"Augustin, Marie",1-19898897599,Blue Rock Care Ltd
"Ausi, Abimbola",1-11314366232,City Support Limited
"Austin, Kerry",1-131465026,K T M Care Ltd
"Austin, Paul",1-243309174,Independent People Homecare Limited
"Austin, Soshana",1-16836871495,Care At My Home Ltd
"Austin, Victoria",1-438463532,Triple Home Care Limited
"Avery, Kevani",1-15112158561,Forever Care Agency Ltd
"Avevor, Kendal",1-3307973759,Tehy Care Group Ltd
"Awad, Makarious",1-16335529777,3M Care Ltd
"Awan, Abdullah",1-14163125855,A2Z Care Matters Ltd
"Awan, Asadullah",1-11889732463,S&A Care Services Ltd
"Awan, Mahmood",1-486960191,Onecare-uk Ltd
"Awan, Naheed",1-15975741165,Lancashire Care Alliance Ltd
"Awudi, Mawuli",1-1371816156,Shalom Health Recruitment Ltd
"Awuku-Asabre, Joanna",1-101683172,Firstcare (GB) Ltd
"Ayangngim, Gilbert",1-18747091405,Horizon Care Plus Ltd
"Ayaz, Ayaz",1-368488565,Care Never Sleeps Limited
"Aye Maung, Niall",1-18079642102,Kompas Health Ltd
"Ayeni-Folaju, Johnson",1-2614530455,GoodLuck Care Limited
"Ayensu, Ama",1-8901159175,Danielle & Daisy Care Ltd
"Ayeye, Deborah",1-16442858334,Deglo Care Ltd
"Ayinla, Yemi",1-4861657241,Ace Care & Domestic Recruitment Agency Limited
"Ayisi, Samuel",1-5586994950,Limms Care Services Ltd
"Ayling, Tina",1-348587572,Dignified Homecare Limited
"Ayodele, Olabanji",1-19506440061,New Dawn Care and Support Services Ltd
"Ayokosok, Richard",1-9828599889,Hollistic Health Limited
"Ayoola, Kafilat",1-3075454519,Future Care Enable Ltd
"Ayoola-Giwa, Funke",1-7747037489,Phoenix Care Support Services Limited
"Ayres, Alison",1-9805920646,Saxby Care Ltd
"Ayton, Daniel",1-14501106955,Vitale Care Limited
"Ayub, Aneesa",1-17595264266,Companions in Care Ltd
"Azad, Abul",1-900079763,Abel Care Ltd
"Azad, Malaika",1-11811996185,24/7 Local Care Ltd
"Azam, Faisal",1-101672983,Eastern Care Ltd
"Azam, Waheed",1-101640704,Nationwide Care Services Ltd
"Azam, Waheed",1-2627195010,Nationwide Care Services (Worcester) Ltd
"Azam, Waheed",1-2731941750,Nationwide Care Services (Dudley) Ltd
"Azeem, Aqeel",1-12292404193,Angel Care Recruitment Ltd
"Azeem, Nabeela",1-14721153085,High Peaks Care Ltd
"Azeez, Doyin",1-10837985188,Dion Care Services Limited
"Azenabor, Stephanie",1-14148074900,Smilecare Group Ltd
"Aziz, Noor",1-101644491,Enterprise Care Support Ltd
"Azong, Prudence",1-14597008071,P&C Care solution Limited
"Azu, Edmund",1-2059763574,Vicarage Homecare Ltd
"Azzopardi, Nigel",1-101688248,Choice Care 4U Services Limited
"Babalola, Helen",1-9659877894,Altimate Care Services UK Ltd
"Babalola, Olufemi",1-2218768289,SGCS Care Limited
"Babalola, Olusola",1-8123951276,Mitender Care Limited
"Babalola, Sandra",1-17190987601,Homecare Living Ltd
"Babatolu, Adetokunbo",1-16445672889,Health Connect Homes Ltd
"Babatunde, Bukola",1-13538969410,Teekay Care Services Ltd
"Babatunde, Olusola",1-15183152611,Mission Health UK Limited
"Babbs, Lavena",1-4601980873,Pineapple Care Services Limited
"Baber, Jenipher",1-13628670455,Mount Joyce Care Ltd
"Bachra, Narinder",1-101675111,Ashley Court Care Limited
"Back, Emma",1-8687138945,Equal Care Co-op
"Bacon, Dennis",1-2434278653,Apple Homecare Limited
"Badejo, Pius",1-13121748167,Rela Support Services Ltd
"Badejo, Pius",1-3031550808,Divine Care and Support Services Limited
"Badejo, Pius",1-3577495529,Translucence Care Ltd
"Badejo, Pius",1-7040224086,Bright London Care Limited
"Badile, Jeannette",1-13239091499,Quality Living Care Limited
"Badu, Angelina",1-7026427865,Devoted Care Agency Ltd
"Badza, Thandiwe",1-10893749142,Pine Health Care Services Limited
"Bafanah, Thabani",1-9201325948,Highworth Care Ltd
"Bafhtiar, Gee",1-101688426,CCS Homecare Services Ltd
"Bageja, Bharat",1-11482722001,Paragon Care and Locum Partnership Limited
"Baggott, Nicola",1-14294415512,BBcare10 Ltd
"Bagi, Leila",1-14468906761,HLG Complex Care Ltd
"Bagoban, Johann",1-6097871052,Thistledown Supported Living Limited
"Bagwe, Swati",1-3561850320,Trinity 365 Care Ltd
"Bah, Karemata",1-9043388006,Your Care Nursing Ltd
"Bahadoor, Pooja",1-17118521506,Raintree Care Ltd
"Bailey, Chloe",1-101639453,Amara Care Limited
"Bailey, David",1-18441766701,DJB Care Services Limited
"Bailey, David",1-8686513640,Creative Care (Leicester) Limited
"Bailey, Doriann",1-10236125289,Salis Care Ltd
"Bailey, John",1-101725086,Weston Hospicecare Limited
